Author_id,Author
8711,Ram Dass
8712,Karen Casey
8713,Harpersanfrancisco
8714,Dave Marsh
8715,Steve Hagen
8716,John Bradshaw
8717,Stephen Fender
8718,Gail Mcmeekin
8719,Marc Gafni
8720,Jon Kabat-Zinn
8721,Michael Toms
8722,Keith Jarrett
8723,Julia
8724,Jeffrey E. Young
8725,Janet S. Klosko
8726,Aaron T. Beck
8727,John Chaffee
8728,Thomas Ayres
8729,Patricia Lynn Reilly
8730,Mark Nepo
8731,John A. Tracy Cpa
8732,Christine Westermann
8733,Petru Popescu
8734,Crawford Kilian
8735,Jack Gaver
8736,David Copperfield
8737,William M Thackeray
8738,Harald Hellmann
8739,Norman F. Cantor
8740,Peter Israel
8741,Lesley Hazleton
8742,Keith Haviland
8743,Dina Gray
8744,Ben Salama
8745,Jennifer Niederst
8746,Phillip Giroux
8747,Bob Beckstrom
8748,Lance Walheim
8749,The Edi
8750,Roland E. Larson
8751,Bruce H. Edwards
8752,Robert P. Hostet
8753,Berlitz Guides
8754,Isaac Adamson
8755,Helen Prejean
8756,L.M. Boyd
8757,Brian Freemantle
8758,Mark Arax
8759,Rick Wartzman
8760,Armin A. Brott
8761,Jennifer Ash
8762,Mick Jackson
8763,Pierre Boulle
8764,Timothy Egan
8765,Julie Hecht
8766,John Feinstein
8767,Walter Mercado
8768,Paul (Ed) Atterbury
8769,Herman J. Viola
8770,Jan S. Danis
8771,Carolyn J. Margolis
8772,Kenneth Copeland
8773,Gloria Copeland
8774,James F. Dunnigan
8775,Clay Reynolds
8776,Heather Macdonald
8777,Lauren Steinhauer
8778,Laura Miller
8779,Adam Begley
8780,Daniel J. Boorstin
8781,James C. Collins
8782,Jerry I. Porras
8783,Shunryu Suzuki
8784,Trudy Dixon
8785,Richard Baker
8786,Huston Sm
8787,Alice Joyce Davidson
8788,Victoria Marshall
8789,John Weisman
8790,Bill Barnes
8791,Clair Alan Brown
8792,Eric A. Kimmel
8793,Jon Goodell
8794,Kristoffer J. Buquet
8795,Dorit Bader Whiteman
8796,Corey Sandler
8797,Richard Ellis
8798,Jane Fonda
8799,Louise Bates Ames
8800,Frances L. Ilg
8801,Charlotte Brontï¿1/2
8802,Margaret Smith
8803,Moya Costello
8804,Ellen Kushner
8805,Faith Conlon
8806,Ingrid Emerick
8807,Christina Henry De Tes
8808,Darryl Reanney
8809,Louise Fitzhugh
8810,Richard Shenkman
8811,Dion Fortune
8812,Kenneth W. Royce
8813,Boston T. Party
8814,Robert Shea
8815,Robert Anton Wilson
8816,Monica Mcinerney
8817,Ben Jeapes
8818,Hana Wirth-Nesher
8819,Clifford A. Pickover
8820,Joann Morse
8821,Kerstin Ekman
8822,Marilyn Pappano
8823,Mary Balogh
8824,Hailey North
8825,Karen Anders
8826,Kristin Hardy
8827,Karen Ranney
8828,Candace Camp
8829,Michele Albert
8830,John Roger
8831,Pc Learning Lab
8832,Kristen Britain
8833,Charles J. Keating
8834,Jane Resh Thomas
8835,Lauren Brooke
8836,Judy Tatchell
8837,L. Moeri
8838,Nicholas Edwards
8839,Janni Lee Simner
8840,Mike Jahn
8841,Gorman
8842,Claire Rudolf Murphy
8843,Mary Jane Auch
8844,Judy Richter
8845,Pam Ryan
8846,Mary Stanton
8847,D. Craig
8848,David Burn
8849,Cecilia Fitzsimons
8850,Judy Alter
8851,Lange Lewis
8852,Francesca Stanfill
8853,Joyce E. Strom-Paikin Rn
8854,H. E. Bates
8855,William Mcgivern
8856,Robert Goddard
8857,Bruce Nicolaysen
8858,C. Peterson
8859,Pricilla Hamilton
8860,Sanders
8861,James Martin
8862,Louis W. Storms Iv
8863,Scott J. Peterson (Mcsd Mct)
8864,Gary J. Nutt
8865,Wout J Hofman
8866,Janell Cannon
8867,Patricia Polacco
8868,Renee Graef
8869,David Kirk
8870,Robert Nisbet
8871,Sarah Dessen
8872,Brian Gallagher
8873,Thomas H. Cook
8874,Algernon B. Mitford
8875,Linda Piazza
8876,Cynthia Blair
8877,Nicholas Pine
8878,Robert Browning
8879,Rick Beech
8880,Rui Nunes
8881,Rhidian Brook
8882,Steven Millhauser
8883,Eca De Quieros
8884,Lucy Ellmann
8885,Jeremy Narby
8886,Doris R. Meredith
8887,Jay Winik
8888,Johanna Ellsworth
8889,Caroline Macdonald
8890,Tristine Rainer
8891,Anaïs Nin
8892,Darien Cooper
8893,Ken J. Roberts
8894,Joyce Rupp
8895,Jane Pitz
8896,Mark E. Thibodeaux
8897,Claire Cloninger
8898,Evelyn Christenson
8899,Loretta Laroche
8900,Lyn Holley Doucet
8901,Macrina Wiederkehr
8902,Paula D'Arcy
8903,Brian Harper
8904,Steve  Pieczenik
8905,Charles Mackay
8906,Janine M. Benyus
8907,Cindy Stone
8908,Frances Moore Lappe
8909,Anna Lappé
8910,Eva Hoffman
8911,Declan Kiberd
8912,Desmond Bagley
8913,Lynsay Sands
8914,Robert Kaplow
8915,Kaori Yuki
8916,Nina Olligschläger
8917,Kazushi Hagiwara
8918,Robert Gernhardt
8919,Philipp Rippel
8920,Fatima Igramhan-Parsons
8921,Jacques Vallee
8922,Kristen Stagg
8923,Jesse Lee Kercheval
8924,Ruth Brown
8925,Peter Barrett
8926,Christina Hoff-Sommers
8927,Cal Thomas
8928,Laura C. Schlessinger
8929,Ted Andrews
8930,Bevarly
8931,Suzi Golden
8932,Liz Fielding
8933,Amy Wallace
8934,Laura Scribner Kastner
8935,Jennifer F. Wyatt
8936,Isabel Stanley
8937,James Duncan
8938,Frank Mcsherry
8939,Charles Waugh
8940,Mart
8941,Michael Levin
8942,Rosemary Wells
8943,Joe Dominguez
8944,Vicki Robin
8945,Elizabeth Pope
8946,John Gilstrap
8947,Stephen Horn
8948,Jack Olsen
8949,Joel Porte
8950,William Poundstone
8951,Sara Donati
8952,Laraine T. Zappert
8953,Christopher M. Byron
8954,Christopher Down
8955,Li
8956,Booth Tarkington
8957,Tim Sandlin
8958,Joseph D. Pistone
8959,Jonathan Baird
8960,Carol M. Allen
8961,Tony Strong
8962,Alistair Macleod
8963,John Colby
8964,Inigo Surguy
8965,Rudiger Voigt
8966,Jeffrey Haas
8967,R. D. Ginn
8968,Rick Fields
8969,Peggy Taylor
8970,Rex Weyler
8971,Rick Ingrasci
8972,David Breashears
8973,Walter Satterthwait
8974,William Mize
8975,C. J. Box
8976,Peter Moore Smith
8977,Denise Mina
8978,Ron Franscell
8979,Amanda Foreman
8980,David Starkey
8981,Elizabeth Jane Howard
8982,Charles Spencer
8983,Earl Spencer
8984,Nancy Mitford
8985,Nancy Singer
8986,Austin S. Camacho
8987,Gregg Hurwitz
8988,Colin Bateman
8989,Gil Brewer
8990,E. V. Cunningham
8991,Gillian Roberts
8992,Edward Lear
8993,Stuart R. Kaplan
8994,Mike Myers
8995,Sarah Lyddon Morrison
8996,Joshua Halberstam
8997,Bruce Porter
8998,Mark Christensen
8999,Matsuri Akino
9000,Mari Akino
9001,Kanan
9002,Sakurako Gokurakuin
9003,Ken Akamatsu
9004,Yukito Kishiro
9005,Byron Preiss
9006,Masami Tsuda
9007,Rachel Hawthorne
9008,Mark Kalesniko
9009,Reiko Momochi
9010,Tokyopop
9011,Rei Idumi
9012,Tatsuya Hamazaki
9013,Miwa Ueda
9014,Dan Papia
9015,Beverley Birch
9016,Tony Kerins
9017,Christopher Hart
9018,Hinako Ashihara
9019,Tomoko Taniguchi
9020,John Burningham
9021,Barrett
9022,Storytime Collection Childrens
9023,Terry Deary
9024,Barbara Allen
9025,Philip Reeve
9026,Dreamworks
9027,Angela Sommer-Bodenburg
9028,Amelie Glienke
9029,Kjartan Poskitt
9030,Chris Fisher
9031,Phil Roxbee-Cox
9032,Sue Hellard
9033,Alan Gibbons
9034,Apsley Cherry Garrard
9035,Anna Wimschneider
9036,Brigitte Walitzek
9037,John S Mill
9038,Michael Sontheimer
9039,Heinrich Von Kleist
9040,Helmut Sembdner
9041,Phyllis D. James
9042,Marcel Reich-Ranicki
9043,Richard Zoozmann
9044,Irma Kurtz
9045,Craig Smith
9046,Knut Krüger
9047,Troy Denning
9048,Philip; Slattery
9049,Joan (Editor) Pullman
9050,Joris-Karl Huysmans
9051,Simon Callow
9052,George Chapman
9053,Isabel Alcántara
9054,Sandra Egnolff
9055,Catherine Crowe
9056,Gina Wisker
9057,Deborah Grandinetti
9058,David Colbert
9059,Jarrold Publishing
9060,Alexander Trocchi
9061,Judith Herrin
9062,Roger Highfield
9063,Carlo Fruttero
9064,Franco Lucentini
9065,Richard Taylor
9066,W. E. B. Griffin
9067,Rudolf Steiner
9068,D. Osmond
9069,J. Collis
9070,Carlo A. Michelini
9071,Cate Tiernan
9072,Matilde Olivella Castells
9073,Elizabeth Guzmán
9074,Paloma
9075,Christopher Kendris
9076,And The Language Experts At Berlitz
9077,David A. Van Meter
9078,Kathy Herman
9079,Al Roker
9080,D. J. Donaldson
9081,Michael H. Brown
9082,Jeff Coghill
9083,Eugene C. Kennedy
9084,Patricia Sargent
9085,Garson Kanin
9086,Twain
9087,Nathan Pritikin
9088,Al Gore
9089,Lois And Louis Darling
9090,Kay Mills
9091,Susan Sheehan
9092,Edith Deen
9093,Ian St.James
9094,John Buchan
9095,Roz Levine
9096,Enid C. King
9097,Brian Price T
9098,Harper Collins Publishers
9099,R. K. Gordon
9100,Charles S. Carver
9101,Michael F. Scheier
9102,Calvin S. Hall
9103,Vernon J. Nordby
9104,Michael Kanaly
9105,Richard H. Green
9106,Louise Hay
9107,Janet Kagan
9108,Colonel David H. Hackworth
9109,Julie Sherman
9110,Robert Bramson
9111,Michele Hall
9112,Robert Graves
9113,O. Henry
9114,Holly Thompson
9115,Kathleen Givens
9116,Jim Harrison
9117,Aramis Thorn
9118,Nancy Springer
9119,Gilles Perrault
9120,Stephen Knight
9121,Morris L. West
9122,Jean Plaidy
9123,Ethel Barrett
9124,Tracy West
9125,Keith Batcheller
9126,Judith Gould
9127,Bh&Amp;G Editors
9128,Simone Simmons
9129,Peter J. Heck
9130,Richard Ellmann
9131,T Cooper
9132,Wolfgang Schüssel
9133,Ilon Wikland
9134,Sheri Mcgregor
9135,Jurek Becker
9136,James Cowan
9137,Maisie Mosco
9138,Stan Rapp
9139,Tom Collins
9140,Hal Rosenbluth
9141,David H. Maister
9142,Eric A. Knudsen
9143,A. Grove Day
9144,Robert B. Miller
9145,Stephen E. Heiman
9146,Tad Tuleja
9147,Michael Leboeuf
9148,Shiva Naipaul
9149,James B. South
9150,William Irwin
9151,Rob Macgregor
9152,Gregory Benford
9153,Elizabeth Castro
9154,Doris Egan
9155,Martha Wells
9156,Pagan Kennedy
9157,Sherwood Smith
9158,Leonard Maltin
9159,Tomie De Paola
9160,Rising Moon Editors
9161,Don Hewitt
9162,Jill Marie Landis
9163,Hampton Howard
9164,Velda Johnston
9165,Howard Cosell
9166,Peter Bonventre
9167,Sol Stein
9168,Regina Kehn
9169,Heike Schwarzbauer
9170,Rick T
9171,Joe Benitez
9172,Marcia Chen
9173,David
9174,Christopher Roden
9175,Michael Hayden
9176,Rachael Leigh Cook
9177,Giovanni Boccaccio
9178,G. H. Mcwilliam
9179,Emilio Salgari
9180,Alma Maritano
9181,Luigi Ricci
9182,Christian Gauss
9183,Jack Kornfield
9184,Carr Clifton
9185,Patricia Wentworth
9186,Jack Du Brul
9187,Richard Steinberg
9188,Rick Bundschuh
9189,Penny Jordan
9190,Linda Turner
9191,James P. Mcgettigan
9192,Jan Rogozinski
9193,Mandy Andress
9194,Jon Ronson
9195,Ron Pretty
9196,W.Gordon Smith
9197,Alethea Hayter
9198,Yukio Mishima
9199,Kathleen Sky
9200,Sondra Marshak
9201,Myrna Culbreath
9202,Kij Johnson
9203,Kelly Freas
9204,Tom Kidd
9205,Karen Rispin
9206,Eric W. Weisstein
9207,Albert Ellis
9208,Robert A. Harper
9209,Melvin Powers
9210,Edgar Evans Cayce
9211,Henry Reed
9212,Herbert B. Puryear
9213,Richard I. Abrams
9214,S
9215,L. Perry Wilbur
9216,Webster Kuswa
9217,Jerry O'Brien
9218,Jane Roberts
9219,Donald Thompson
9220,Phil Donahue &Amp; Co.
9221,Dr. Gene Brewer
9222,John Schilb
9223,Elizabeth A. Flynn
9224,John Clifford
9225,Jeff Reid
9226,Lawrence M. Krauss
9227,Pierre Gripari
9228,Chris Kitch
9229,Caroline Myss
9230,Pociao
9231,Udo Breger
9232,B. Kliban
9233,Aritha Van Herk
9234,Frances Itani
9235,Karen Dudley
9236,Jamie Bastedo
9237,Alfonso Ortiz
9238,Alfons
9239,John R. Dann
9240,Martin Edic
9241,Modris Eksteins
9242,Linnea Due
9243,Charlene Spretnak
9244,Michel Tremblay
9245,John Van Burek
9246,Bill Glassco
9247,David Fennario
9248,Holley Rubinsky
9249,Barbara Robinson
9250,Robert Hass
9251,Edward Bellamy
9252,Gregory Howard Williams
9253,Elaine Camp
9254,Naomi Horton
9255,Browning
9256,Edith St. George
9257,Gousha
9258,Carol Norris
9259,Dorothy Ann Bernard
9260,Elizabeth August
9261,Tim F. Lahaye
9262,Dorothy Sayer
9263,Terris Mcmahan Grimes
9264,Katherine Kurtz
9265,Richard Miniter
9266,John Cheever
9267,Catherine Cookson
9268,Pamela Morsi
9269,E. Fuller Torrey
9270,Imraan Coovadia
9271,Paul Preuss
9272,Marlo Thomas
9273,Friends
9274,Richard Lischer
9275,Robert Hellenga
9276,Campbell Soup Company
9277,Nancy Bell
9278,Liz Neporent
9279,Suzanne Schlosberg
9280,Doug Lipman
9281,Jack Prelutsky
9282,Marilyn Hafner
9283,Ed Rose
9284,Harlynne Geisler
9285,Jennifer Justice
9286,Susan Wilson
9287,Valerie Marsh
9288,Patrick K. Luzadder
9289,Margaret Read Macdonald
9290,Paul Aurandt
9291,Pleasant Despain
9292,David Heflick
9293,Patrick Fraley
9294,Michael Harrison
9295,Christopher Stuart-Clark
9296,Loung Ung
9297,Nellie Bly
9298,A.J. Jacobs
9299,Thomas Norton
9300,Stephen C. Lundin
9301,Harry Paul
9302,John Christensen
9303,Lynn Abbey
9304,Dave Duncan
9305,Murry
9306,Michael Jensen
9307,Charles Causely
9308,M. E. Bradford
9309,Russell Kirk
9310,Allen Klein
9311,Robert H. Bork
9312,Thomas L. Friedman
9313,Molière
9314,Jean Sasson
9315,Andrew Sanders
9316,Patricia Crick
9317,Geoffrey Moore
9318,Mrs. Mary Rowlandson
9319,Mary Rowlandson
9320,Jon Katz
9321,Brigitta Restorff
9322,Effie Leland Wilder
9323,Laurie Allen Klein
9324,Shauna Singh Baldwin
9325,Venerable Henepola Gunaratana
9326,Barbara Quick
9327,Lori Reid
9328,Bee Willey
9329,Irene Radford
9330,Brian Froud
9331,Jessica Macbeth
9332,Naomi Kritzer
9333,Karleen Koen
9334,Ann Chamberlin
9335,Patrick Dunleavy
9336,Randy Moravec
9337,Kate Thompson
9338,Rosalind M. Greenberg
9339,John Nunneley
9340,Arnold Stadler
9341,Angelika Fel A
9342,Joe Harnell
9343,Ira Skutch
9344,T.J. Macgregor
9345,Joanna Campbell
9346,Editor And Introduction Burton Raffel
9347,Ann Bell
9348,Michelle Caruso
9349,Nicholas W. Maier
9350,Rick Ridgway
9351,Michelle Stacey
9352,James Bradley
9353,Kees Van Kooten
9354,Graham Thomas
9355,Kim Antieau
9356,Brian Lumley
9357,Bud Macfarlane Jr.
9358,Ray Shannon
9359,Lee Hoffman
9360,Lyle Brandt
9361,L. A. Banks
9362,Elaine Moore
9363,Dawn Stewardson
9364,Michael Mogadam
9365,Ulrich Bitz
9366,Jill Mansell
9367,William Jeremiah Coughlin
9368,William Coughlin
9369,D. W. Buffa
9370,D.W. Buffa
9371,Eric Berne
9372,Tananarive Due
9373,Alice Koller
9374,Erin Pizzey
9375,Emma Gold
9376,Lawrence
9377,Sarah Bird
9378,Jacqueline Demontravel
9379,Deborah Smith
9380,Sandra Chastain
9381,John Glenn
9382,Nick Taylor
9383,Gladys Knight
9384,Fred J.
9385,M.D. Epstein
9386,Elaine Fantle Smimberg
9387,Asha Bandele
9388,Genia Wennerstrom
9389,Robert Frost
9390,David Bradley
9391,Dewitt Jones
9392,Renée Zucker
9393,Rumiko Takahashi
9394,Naoko Takeuchi
9395,Chikako Noma
9396,Naako Takeuchi
9397,Sherri Mandell
9398,Michael Pearce
9399,Judith Swaddling
9400,Nancy Kerrigan
9401,Steve Woodward
9402,Andrews Mcmeel Publishing
9403,Glenn Stout
9404,The #1 Sports Writer
9405,Andrew Donkin
9406,Betty; Salter
9407,Owen (Editor) Cuthbert
9408,Gillian Chapman
9409,H. J. Rose
9410,W. H. D. Rouse
9411,Ernest Shackleton
9412,Carl
9413,Hiaasen
9414,Moses Hadas
9415,G. M. A. Grube
9416,S. Peters
9417,Karen Meyer
9418,Spain
9419,J. Robert King
9420,K. B. Bogen
9421,Janny Wurts
9422,C. Dean Andersson
9423,Mitchell Graham
9424,John Helfers
9425,Elaine Cunningham
9426,Keith Robar
9427,Simone Sassen
9428,Berlin
9429,Stan Cutler
9430,Delia Ephron
9431,Will Lawson
9432,James Morgan
9433,Sidney Abbott
9434,Barbara Love
9435,Leah Rabin
9436,Helen Epstein
9437,Victor Klemperer
9438,Stephen Graham Jones
9439,Leila Vennewitz
9440,P.J. Gearing
9441,E.V. Brunson
9442,Thomas Clark
9443,Bruce Woods
9444,Peter Blocksom
9445,Angela Ter
9446,New York Public Library
9447,William Noble
9448,Rick Buda
9449,Jan Harold Brunvand
9450,Nevins
9451,Robert K. Ressler
9452,Margaret Visser
9453,Oswald Wynd
9454,Steven Brust
9455,Cynthia Rutledge
9456,Ellen Bass
9457,Joan Barzilay Freund
9458,Leigh Keno
9459,Leslie Keno
9460,Georges Pérec
9461,Kenneth Uptegrove
9462,American College Of Sports Medicine
9463,Acsm
9464,David Watmough
9465,David Magarshack
9466,David Magarsha
9467,Jane Hitchcock
9468,George Konrad
9469,Phil Farrand
9470,Joe
9471,Daniel B. Baker
9472,Sean O'Brien Strub
9473,Bill Henning
9474,Bi
9475,Isabel Anders
9476,Sherryl Jordan
9477,Kelvin Christopher James
9478,Ann Granger
9479,Axel Merz
9480,Michael Stewart
9481,R. Karl Largent
9482,Muriel Gray
9483,Helias
9484,Salvatore R.A.
9485,Denise Bombardier
9486,Dani Sinclair
9487,Suzanne Ellison
9488,Robert H. Eisenman
9489,Katherine Anne Porter
9490,Harriet Beecher Stowe
9491,Ruth Hayes
9492,Wolf Von Lojewski
9493,William Norris
9494,Hansjörg Martin
9495,Margaret Millar
9496,Bill Hybels
9497,Lynne Hybels
9498,Luigi Pirandello
9499,Sophocles
9500,Aristophanes
9501,India Edghill
9502,Bernhard Straub
9503,Eric Ambler
9504,Bruce Mccall
9505,Hanns Peter Karr
9506,Walter Wehner
9507,Jane Simmons
9508,Jürgen Ebertowski
9509,No Author
9510,Wolfram Fleischhauer
9511,Denis Pethebridge
9512,Dewey Gram
9513,Earma Brown
9514,Alzir He
9515,Richard D. Kellough
9516,Noreen G. Kellough
9517,Jane E. Aaron
9518,Totline
9519,Susan B. Neuman
9520,Carol Copple
9521,Sue Bredekamp
9522,Nationa
9523,Lois Mccue
9524,Jula Libonn
9525,Shirley Raines
9526,Robert J. Canady
9527,Judith Schickendanz
9528,Linda Acredolo
9529,Susan Goodwyn
9530,Daniel Avram Richman
9531,L. Curtis
9532,Rosalind Charlesworth
9533,Helen Bee
9534,Helen Harrison
9535,Ann Kositsky
9536,Joan Beck
9537,Dr. Robert Bucknam
9538,Barbara Rowley
9539,B. Blake Levitt
9540,Benjamin Spock
9541,Pierre Le Rouzic
9542,Dell Publishing
9543,Julie Hagstrom+Joan Morri
9544,Sandi Kahn Shelton
9545,Princeton Language Institute
9546,Jay Sylvan Cohen
9547,Robert Berkow
9548,Edie Jarolim
9549,Moira Duggan
9550,Jeff Perk
9551,Earl Steinbicker
9552,Tracey Menges
9553,Stephen Colwell
9554,Ann Shulman
9555,Sheryl Lindsell-Roberts
9556,William H. Hylton
9557,David Lambert
9558,Peter Ward
9559,Christopher Mcgowan
9560,Tom Brown
9561,Phillip E. Pack
9562,Jerry Bobrow
9563,Herbert S. Zim
9564,Chandler S. Robbins
9565,Bertel Bruun
9566,Ar
9567,Jonathan A. Michaels
9568,William Pollack
9569,Cynthia Griffin Wolff
9570,Michael Murphy
9571,Akif Pirincci
9572,A. Mousnier-Lompré
9573,Howard P. Lovecraft
9574,H. P. (Howard Philips) Lovecraft
9575,Jacques Papy
9576,Simone Lamblin
9577,Yves Ri
9578,Eric-Emmanuel Schmitt
9579,Jim Hougan
9580,Werner Sikorski
9581,Rainer Laabs
9582,Rudy Rucker
9583,Antoine Volodine
9584,Raphael Aloysius Lafferty
9585,Emmanuel Jouanne
9586,Jacques Barbéri
9587,Somtow Sucharitkul
9588,Elisabeth Vonarburg
9589,Jean-Pierre Harrison
9590,Arnauld Pontier
9591,Monika Blaich
9592,James Houston
9593,Dutch Sheets
9594,J. T. L James
9595,Larry K. Brendtro
9596,Martin Brokenleg
9597,Steve Van Bocke
9598,Greg Giangrande
9599,Stephanie Clement
9600,Richard Morris
9601,John Muir
9602,Anne Delbee
9603,Helmut Kossodo
9604,Arnold P. Abbott
9605,Malcolm Lowry
9606,Marcus J. Borg
9607,Ian Carr
9608,Digby Fairweather
9609,Brian Priestly
9610,Bryan Appleyard
9611,Margaret Macmillan
9612,Richard Holbrooke
9613,Casey Hampton
9614,Sarah Turnbull
9615,Charles Todd
9616,Echo Heron
9617,Donea L. Shane
9618,Lisa Goldstein
9619,John Edgar Wideman
9620,P. W. Storm
9621,Cynthia D. Grant
9622,Ronald Tierney
9623,James W. Huston
9624,Ward Carroll
9625,Richard Herman
9626,Brian Haig
9627,Michael Ridpath
9628,Avodah K. Offit
9629,Allan Topol
9630,Don Passman
9631,Susan Feldman
9632,John Krist
9633,Jon Stewart
9634,James D. Watson
9635,Edward De Bono
9636,P S Rushforth
9637,Carole Klein
9638,Brian Lee
9639,Lisa Alther
9640,W. Somerset  Maugham
9641,Max Beerbohm
9642,Erin Hart
9643,Susan Hillmore
9644,Gemma Grott
9645,Robin Pilcher
9646,Kimberly Willis Holt
9647,David Rakoff
9648,Tony Vigorito
9649,William Harvey
9650,N. J. Dawood
9651,Jonathon Lazear
9652,Wendy Lazear
9653,David Borgenicht
9654,Sarah Jordan
9655,Afi-Odelia E. Scruggs
9656,Mary Ann Mcdonald
9657,Amy Sylvester Katoh
9658,Shin Kimura
9659,Yutaka Satoh
9660,Alejandro Dumas
9661,Guillermo Piedrahita
9662,Ric Edelman
9663,James M. Mcpherson
9664,Richard M. Ketchum
9665,Allan Haley
9666,Jeff Carlson
9667,Glenn Fleishman
9668,Toby Malina
9669,Lynn Haller
9670,Diana Martin
9671,John Tollett
9672,Diane Martin
9673,Mitzi Szereto
9674,Michael Farquhar
9675,Roni Jay
9676,Daniella Chace
9677,Maureen B. Keane
9678,David Smith
9679,Kevin Neary
9680,Carole Bloom
9681,Marion Meade
9682,Michelle Magorian
9683,Kate Grenville
9684,Henri Troyat
9685,Robin; Van Der Vat
9686,Dan Gardiner
9687,Gary Jennings
9688,Howard Shaw
9689,C.J. Mcknight
9690,Ross Petras
9691,Kathryn Petras
9692,Bill Shoemaker
9693,Leo Giroux Jr.
9694,Dik Browne
9695,Nancy K. Robinson
9696,Monique Bonnet
9697,Jeffrey Marks
9698,Jeremy Leven
9699,Arthur N Schwartz
9700,Francis Steegmuller
9701,Joan Stoliar
9702,Patricia Veryan
9703,Tanya Anne Crosby
9704,George Alec Effinger
9705,Joy Grdnic
9706,Celeste De Blasis
9707,Elliot S. Maggin
9708,Helen Hooven Santmyer
9709,Stephen Greenleaf
9710,David Ackroyd
9711,David Robbins
9712,Mark Yarnell
9713,Rene Reid Yarnell
9714,Richard Poe
9715,John Milton Fogg
9716,Christopher Maurer
9717,Richard Leakey
9718,Jeffrey Meyers
9719,Steven Saylor
9720,Riane Eisler
9721,Kim Carlson
9722,Carrie Floyd
9723,Beppe Severgnini
9724,Giles Watson
9725,Christopher G. Moore
9726,Peter Friedrich
9727,Arthur L. Burton Iii (Alb3)
9728,Lauren Ruth Wiener
9729,Wiener
9730,Christin Lore Weber
9731,Regena Thomashauer
9732,Stephanie James
9733,Grace Livingston Hill Library
9734,Isabella Macdonald A
9735,N. Curtis
9736,Bradley Trevor Greive
9737,Patricia A Mckillip
9738,Perrault
9739,Virginie Despentes
9740,Bernard Gagnebin
9741,Marcel Raym
9742,Mike Resnick
9743,Pierre-Paul Durastanti
9744,Brite
9745,Michael Resnick
9746,William Desmond
9747,Paul Klee
9748,Thierry Soufflard
9749,Robert Musil
9750,Philippe Jaccottet
9751,Lester Bangs
9752,John Robert Colombo
9753,April Wilson
9754,Dana Reed
9755,David Wiesner
9756,Lee Gruenfeld
9757,Conrad Richter
9758,James Gurney
9759,Lisa Potts
9760,Kate Christensen
9761,Lewis Burke Frumkes
9762,Paula Begoun
9763,Deborah Eisenberg
9764,Ruth Moose
9765,Mary Tannen
9766,Casey Makela
9767,Kathy Lamancusa
9768,David Lavender
9769,David James Duncan
9770,Patricia Arrigoni
9771,Nicholas Negroponte
9772,Roger Fisher
9773,William L. Ury
9774,Richard P. Feynman
9775,A. J Mcclane
9776,Richard Berman
9777,Ella E. Clark
9778,Ernest H Rosenbaum
9779,John Donoghue
9780,James Swain
9781,Erle Stanley Gardner
9782,Ben Rice
9783,Lucretia Walsh Grindle
9784,Andrea Juno
9785,V. Vale
9786,Ralph Leighton
9787,Edward Hutchings
9788,John Logue
9789,Klaus Lambrecht
9790,Dinka Mrkowatschki
9791,Leonard Cohen
9792,Vaclav Havel
9793,Werner Gross
9794,Rosa Luxemburg
9795,Annelies Laschitza
9796,Georg Adler
9797,Gerhard Prause
9798,Tratschke
9799,Robert Nozick
9800,Dan Cavicchio
9801,M. Therese Young
9802,Miranda Gray
9803,Ken Carey
9804,Judith Stamper
9805,Genevi Stamper
9806,David Daniel
9807,Reginald Hill
9808,Hilary Walden
9809,William F.
9810,Jr. Buckley
9811,Alexandria Ripley
9812,Rebecca Harding Davis
9813,Tillie Olsen
9814,Peggy Rambach
9815,Le Carre
9816,R. David Thomas
9817,Ron Beyma
9818,Walter Anderson
9819,Kate Saunders
9820,Mark Mittelberg
9821,Margaret M. Kimmel
9822,Mark Juergensmeyer
9823,David Wong Louie
9824,John Ashbery
9825,James Schuyler
9826,Bob Schieffer
9827,Roy Parvin
9828,Gloria Gaither
9829,Shirley Dobson
9830,Russ Flint
9831,Martha Saxton
9832,Hysteria Magazine
9833,Deborah Werksman
9834,Jill Ker Conway
9835,Ms. Nancy L. Mace Ma
9836,Dr. Peter V. Rabins Md Mph
9837,Dr
9838,Patricia L. Wrede
9839,Lipman
9840,Ginny Elkin
9841,Deborah Coates
9842,Mary Tyler Moore
9843,Jim Lehrer
9844,Karen Duffy
9845,Jane Pettigrew
9846,Tamara Traeder
9847,Carmen Renee Berry
9848,Carmen Renee Ber
9849,Stephen Booth
9850,June Rose
9851,Terry Southern
9852,Su Tong
9853,John Harding
9854,Nick Redfern
9855,Andy Roberts
9856,Nigel Williams
9857,M. J. Hyland
9858,Jeremy Poolman
9859,Daniel Menaker
9860,Tom Mcnab
9861,Diane Mckinney-Whetstone
9862,Nicholas Blincoe
9863,Ron Liebman
9864,Dave Davies
9865,Charles Barkley
9866,Roy S. Johnson
9867,Paul Feig
9868,George  B. Addison
9869,Jack M. Bickham
9870,Peter Moore
9871,P. Anthony
9872,Deborah Deutschman
9873,Walter Velez
9874,W.S. Milner
9875,Ray Kurzweil
9876,Susan Johnson
9877,R. T. Stevens
9878,Celia Rees
9879,Joanna Hershon
9880,Clarissa Pinkola Estes
9881,Deborah Copaken Kogan
9882,Jeannine Kadow
9883,Christel Wiemken
9884,Bruce Patterson
9885,Paul Denham
